"GDLCODE","2025.fies.urb","2025.fies.rur","2030.fies.urb","2030.fies.rur","2020.pop.urb","2020.pop.rur","2025.pop.urb","2025.pop.rur","2030.pop.urb","2030.pop.rur","2020.stunt","2025.stunt","2030.stunt"
"COLr128",0.577886447310448,0.214404894271865,0.455848614452407,0.88021306367591,100011,100159,99850,100258,100251,100010,0.849743561586365,0.017881159670651,0.490642704535276
"COLr129",0.488850591238588,0.918716152431443,0.698786002583802,0.981303318636492,100302,100549,99630,100235,99596,100362,0.929616217501462,0.009742017602548,0.365663795731962
"COLr130",0.294238389702514,0.256643957458436,0.864518038695678,0.444439728045836,100129,99934,100568,100136,99658,99945,0.00923800724558532,0.134622340323403,0.75075248372741
"COLr131",0.0346605675294995,0.949441919568926,0.431371342856437,0.836052076658234,99892,99354,100223,99987,100053,100593,0.295641459291801,0.0577761584427208,0.0858604663517326
"COLr132",0.942598644876853,0.87246668478474,0.326386833563447,0.169826949713752,100350,100220,100361,100116,99781,99927,0.16964016132988,0.431392700877041,0.626919000642374
"COLr133",0.0492077318485826,0.0271365514490753,0.660532440757379,0.264976512175053,99655,99517,100220,100406,99995,99611,0.722038172418252,0.490851833485067,0.349746750434861
"COMr101",0.993420643964782,0.581043235724792,0.495272718602791,0.190973363351077,99422,100606,99439,100027,100437,100373,0.477636944735423,0.243379874154925,0.655639115953818
"COMr102",0.473798812599853,0.727448945399374,0.870760764461011,0.95018745213747,99382,99722,99572,100242,100456,99819,0.598102647345513,0.00647392706014216,0.658069376833737
"COMr103",0.0569589987862855,0.876305914251134,0.466862157685682,0.34674907498993,100374,99766,100236,100224,99740,100073,0.884691275889054,0.0519674057140946,0.206005322746933
"CPVr101",0.360429826192558,0.487930474802852,0.164158073021099,0.969107305631042,100174,99392,99935,100016,99706,99874,0.981617561075836,0.60621015354991,0.107380334055051
"CPVr102",0.461654554354027,0.712469923542812,0.222578680841252,0.205626542679965,100173,100142,100515,100125,99738,100464,0.467570466455072,0.110402164049447,0.862835707142949
"CPVr103",0.631211193511263,0.150861468864605,0.710163317155093,0.120841492898762,100572,100154,100109,99822,99601,100296,0.156842557247728,0.686986056622118,0.144620859762654
"CPVr104",0.256496163550764,0.807737943949178,0.153007546206936,0.384775339160115,99789,99277,99620,99382,99208,99961,0.925383106805384,0.156696708407253,0.683264568215236
"CPVr105",0.396604862995446,0.732838600408286,0.56115609803237,0.77859895536676,99858,99940,99865,100174,99619,99680,0.636925080092624,0.621674813795835,0.492917382856831
"CRIr101",0.656736169243231,0.980180749902502,0.811910139629617,0.0328178454656154,99667,99324,99737,99762,99660,100233,0.251245345687494,0.386416879482567,0.896896908991039
"CRIr102",0.539445532718673,0.874014655128121,0.0664668953977525,0.40071228868328,99907,99175,100081,99959,100389,99839,0.066936562070623,0.509112903149799,0.570427173515782
"CRIr103",0.128919256851077,0.726569246966392,0.323017504997551,0.689991487190127,99815,99915,100105,99627,99816,99791,0.343241252936423,0.250988939311355,0.766745728207752
"CRIr104",0.292314765974879,0.277825460769236,0.929985427996144,0.244300378952175,100513,99772,100349,100296,99876,100041,0.509876267518848,0.142425986705348,0.00282431277446449
"CRIr105",0.556212769821286,0.959506231592968,0.287510877707973,0.408054969972,100265,99328,99716,99687,99868,99781,0.0162788396701217,0.406839203322306,0.710705234203488
"CRIr106",0.725209407508373,0.304744341177866,0.201890696538612,0.392188169527799,99966,100315,100323,100107,100574,99789,0.407488182885572,0.0618683598004282,0.620086194481701
"CRIr107",0.244022761005908,0.193049242254347,0.801799774169922,0.738302124897018,99696,99852,99877,99669,99971,99599,0.286298522492871,0.113500396255404,0.67820272827521
"CUBr101",0.366734923096374,0.705594940343872,0.768895499408245,0.912439445964992,99764,99964,100197,99568,100149,99921,0.469775119097903,0.161117878044024,0.142223853385076
"CUBr102",0.414396291133016,0.158393090358004,0.994940278586,0.748419521609321,99778,100021,100279,100571,99427,99206,0.0545605637598783,0.276630708714947,0.457871970022097
"CUBr103",0.480686024529859,0.138289839262143,0.754922039341182,0.389816434122622,100146,99990,100352,99832,100251,100293,0.802303765201941,0.70781810535118,0.743788424879313
"CUBr104",0.108485554344952,0.655688662780449,0.61999325430952,0.154429036192596,99860,100043,100295,100086,99945,100408,0.22006788617,0.336417516693473,0.474283087998629
"CYPt",0.16945475153625,0.868152570677921,0.283494512084872,0.920614565955475,99425,99765,99807,100117,99945,100128,0.463391052093357,0.961632398422807,0.475589846260846
"CZEr102",0.632757162675261,0.784064243780449,0.737822874449193,0.724139528814703,100410,99899,99954,99907,99940,100613,0.0750658807810396,0.889729989692569,0.442778691649437
"CZEr103",0.249661036068574,0.797927604988217,0.13575924676843,0.334202265366912,99439,100073,99702,99800,100006,100153,0.971345198573545,0.652301335940138,0.0816168799065053
"CZEr104",0.667847612174228,0.267320149578154,0.606897139688954,0.17438989598304,100441,100035,99972,99580,100293,99884,0.902588068973273,0.943205814575776,0.594805484171957
"CZEr105",0.275512891123071,0.354035526979715,0.834902058821172,0.630834224401042,99377,99666,99577,100042,100619,99558,0.159008013317361,0.0274123293347657,0.909404027974233
"CZEr106",0.702691591810435,0.382017021300271,0.447826915886253,0.0806143595837057,100141,99748,100157,100180,100069,100316,0.87886172067374,0.317857411690056,0.981063871178776
"CZEr107",0.502030455507338,0.634062257129699,0.857871708460152,0.673226166283712,100182,99459,99967,99779,100045,100205,0.610102461883798,0.6687569078058,0.472988297231495
"CZEr108",0.918875375296921,0.530787226045504,0.980731341056526,0.513682972406968,99769,100240,100125,100212,99567,100249,0.651702157687396,0.325039513874799,0.101364993490279
"DEUr101",0.555934712756425,0.246622548671439,0.43630289286375,0.572458219714463,100122,100107,100207,99909,100063,100256,0.75124272913672,0.834871645551175,0.243560576112941
"DEUr102",0.0714661725796759,0.25748688285239,0.670456203399226,0.211484400788322,100180,99817,99757,99922,100460,100075,0.872922464041039,0.609317335532978,0.114349375944585
"DEUr103",0.187732742633671,0.153612768277526,0.255337378242984,0.440480525605381,100358,100171,100539,100101,99517,100035,0.169405125081539,0.695971788838506,0.342846303945407
"DEUr104",0.597853268496692,0.317443998996168,0.097869606455788,0.301004354842007,100431,99314,100242,100337,100494,100355,0.810807728208601,0.691819087602198,0.94216653262265
"DEUr105",0.734739017905667,0.887547866906971,0.498429053463042,0.626050885301083,100093,99846,100463,100053,100130,100011,0.833139540394768,0.595003830036148,0.439297348726541
"DEUr106",0.942814839072526,0.742513314820826,0.11412352300249,0.533627099357545,99909,99852,99519,100071,99918,99493,0.995942746056244,0.856491377111524,0.681441383203492
"DEUr107",0.269306135596707,0.33205432840623,0.285231878282502,0.583587365923449,99793,99672,99784,100295,100510,99807,0.0678172095213085,0.543751078657806,0.305066321743652
"DEUr108",0.460271385498345,0.124822479207069,0.180467835394666,0.0975408351514488,99546,99907,100587,100082,99562,100149,0.351128602400422,0.374646879034117,0.647093188716099
"DEUr109",0.234059220179915,0.795888318447396,0.565828770631924,0.757090122206137,99446,100127,99903,100085,100216,99562,0.202228480949998,0.797595874173567,0.806651516584679
"DEUr110",0.76925515383482,0.525848874822259,0.140750661958009,0.322289413772523,100363,99896,100007,100196,100426,99418,0.727033880073577,0.83574999216944,0.102393611334264
"DEUr111",0.466496628243476,0.0105976345948875,0.988803361076862,0.383265904849395,99889,99694,100010,99815,99395,100117,0.028293788433075,0.97858699131757,0.00579576496966183
"DEUr112",0.458257472142577,0.778482371009886,0.904668111586943,0.460026213433594,99905,99861,99789,99964,99928,99936,0.990440966328606,0.483025982277468,0.95186177524738
"DEUr113",0.460216475417838,0.943243879359215,0.322490949882194,0.650478141615167,99908,99632,100061,100010,100198,100448,0.0767097750212997,0.949462964897975,0.703651378629729
"DEUr114",0.345133336260915,0.680291228694841,0.933487513568252,0.399518348509446,100189,100347,100364,100034,100276,100083,0.958246783353388,0.922033233800903,0.123981897486374
"DEUr115",0.425536985043436,0.551715846173465,0.695489546982571,0.765396320493892,99702,100106,99481,99663,100343,100411,0.376394983846694,0.579386987024918,0.0640258851926774
"DEUr116",0.790841128444299,0.953621198888868,0.956901422934607,0.0907548456452787,100083,100243,100674,99894,99628,100085,0.537122956709936,0.729349341476336,0.280425895005465
"DJIr101",0.231109197251499,0.20039170817472,0.260571075603366,0.646451520035043,99791,100312,99484,100395,100540,99871,0.13749845023267,0.640973641769961,0.449148762272671
"DJIr102",0.0117954809684306,0.465141458902508,0.280872929142788,0.989393481286243,99907,99565,99625,100146,100070,99620,0.963695243000984,0.232526638312265,0.221965411445126
"DMAt",0.647823259234428,0.682004954665899,0.183530776528642,0.649259999161586,100001,100201,100295,99992,99993,99540,0.406873392872512,0.139874084619805,0.961261045187712
"DNKr101",0.861077443230897,0.301291789393872,0.538636894430965,0.40878740279004,99981,100376,99296,100268,99631,99828,0.53831534832716,0.0262389064300805,0.454368534497917
"DNKr102",0.151222420623526,0.48427285021171,0.0828271680511534,0.325554749462754,99636,99985,99924,99859,99907,100308,0.0600189468823373,0.394608803326264,0.723813870223239
"DNKr103",0.0446219493169338,0.141513000940904,0.90389369870536,0.321950223296881,99962,99724,99264,99937,100094,100042,0.474868438905105,0.139744418906048,0.19021741929464
"DNKr104",0.403718036832288,0.933229161659256,0.00333786639384925,0.125511785969138,99575,100135,100175,99711,100358,99887,0.715918641304597,0.957800224423409,0.547940700082108
"DNKr105",0.512105962028727,0.231216302607208,0.130040858173743,0.218119914177805,99585,100728,100224,99868,99757,100184,0.869614747352898,0.24805523105897,0.443002091255039
"DOMr101",0.704213929828256,0.331388696795329,0.109771898481995,0.367042784113437,100409,100307,100032,99707,99681,99811,0.746591863455251,0.115688564023003,0.7957008627709
"DOMr102",0.87356966198422,0.942012353567407,0.918277289485559,0.976133584277704,100180,100106,99790,99844,99730,99948,0.739843771792948,0.0940684322267771,0.671010760590434
"DOMr103",0.733070409391075,0.541200189385563,0.690296532120556,0.389546649763361,99453,100133,99854,100063,100264,99727,0.0623786021023989,0.92412939039059,0.0776956693734974
"DOMr104",0.320464410353452,0.0312772903125733,0.0024394269566983,0.524814709788188,99996,99949,99746,100102,99839,99173,0.329066063277423,0.366130142705515,0.804068917175755
"DOMr105",0.784251066856086,0.952722204616293,0.651897826697677,0.225185544928536,100232,99811,100100,100456,100335,100380,0.661658759461716,0.0812367277685553,0.85775824286975
"DOMr106",0.148488108767197,0.144766089506447,0.445377164753154,0.937569929286838,100247,99989,99747,99686,99814,99311,0.543814992299303,0.175441327970475,0.564555434510112
"DOMr107",0.443304273532704,0.459468480199575,0.681849689688534,0.627232911763713,99834,99809,100574,100299,100573,100157,0.631051619071513,0.523829776328057,0.468117818236351
"DOMr108",0.528490599710494,0.298936244798824,0.631825758842751,0.441760837798938,99836,99814,99851,99681,100180,99843,0.19968914729543,0.0201763643417507,0.0686607852112502
"DOMr109",0.456056331750005,0.462037239223719,0.761794833000749,0.499139501713216,99843,100063,99781,100285,100104,99399,0.0720171541906893,0.497440545121208,0.272208398440853
"DZAr101",0.402348641538993,0.365495096426457,0.470096732955426,0.697428213665262,100008,100125,99339,100213,99990,99371,0.41057545831427,0.855849096085876,0.388716691639274
"DZAr102",0.155479937326163,0.574679802637547,0.646001522894949,0.0905289456713945,99578,99969,100592,100158,100029,99696,0.366154725663364,0.640328105771914,0.203522428870201
"DZAr103",0.306788271758705,0.725730957696214,0.841524382121861,0.660608771722764,100069,100035,100005,99846,99498,99564,0.17633194476366,0.331824677763507,0.51818864303641
"DZAr104",0.286708559142426,0.191730685764924,0.113010846311226,0.506640512030572,100022,99603,100234,100367,100391,100535,0.370696823578328,0.832493905210868,0.465756223537028
"DZAr105",0.133730582892895,0.562151953577995,0.102852287469432,0.104685785947368,100214,100170,99348,100323,99923,100200,0.875300895888358,0.797519840532914,0.116493013454601
"DZAr106",0.81883934722282,0.639213605085388,0.162466639187187,0.741610723081976,100112,100075,100299,100261,100129,99697,0.709579778136685,0.821312905056402,0.220684063155204
"DZAr107",0.00795813882723451,0.884154448984191,0.804869647137821,0.589701616438106,100006,100459,99714,100186,100310,99928,0.516040981980041,0.337362602585927,0.891429466661066
"ECUr101",0.517058136640117,0.0989087743218988,0.349998797290027,0.844911599298939,99938,100325,99797,100378,99864,99637,0.469630637438968,0.395180114079267,0.757446785690263
"ECUr102",0.495394572615623,0.930629657348618,0.182073227129877,0.76904648100026,99485,100031,100476,99767,100287,100200,0.53068610955961,0.71399958152324,0.69561079912819
"ECUr103",0.345862145768479,0.723362294957042,0.808580327313393,0.891091368161142,99400,100406,99643,100514,100412,99686,0.440068509662524,0.340078301960602,0.648562323302031
"EGYr101",0.721551468595862,0.746018977602944,0.168515646131709,0.976421078667045,100342,99874,100013,99793,99910,99990,0.746030514594167,0.101193952606991,0.837207058444619
"EGYr102",0.627205693162978,0.171431936556473,0.661213344661519,0.844518216559663,100206,100196,99935,99741,99721,100362,0.234920310787857,0.397168595809489,0.0990825432818383
"EGYr103",0.659570972435176,0.593174442416057,0.845099068013951,0.51705660787411,100009,99604,99972,100116,99810,99671,0.768232936272398,0.191487281117588,0.764912865823135
"EGYr104",0.827075961511582,0.78406732250005,0.192666033748537,0.749391726916656,100083,100487,100222,99303,100390,99502,0.825286928797141,0.793756194179878,0.41531233000569
"EGYr105",0.522004795493558,0.0724128293804824,0.0046526079531759,0.327374677406624,100160,100749,99578,100048,100036,100219,0.1181199348066,0.540372794494033,0.39690801105462
"EGYr106",0.212984746787697,0.421382728032768,0.16473530465737,0.502325248904526,100148,99995,100351,100236,100333,99881,0.366461973870173,0.995895149651915,0.807396875228733
"EGYr107",0.344516418408602,0.78943303367123,0.732806269777939,0.458964329678565,99900,100453,99556,99684,100077,100225,0.949019368272275,0.314169976161793,0.538369978312403
"EGYr108",0.873303991276771,0.798020268557593,0.081687843427062,0.636773372767493,100389,99611,99990,100321,99673,100019,0.776175225852057,0.838211632566527,0.694346738047898
"EGYr109",0.53974028560333,0.552042816532776,0.299589873757213,0.826912422198802,99689,99933,99495,99296,99657,100036,0.868507743114606,0.882131067337468,0.576132321031764
"EGYr110",0.244877478806302,0.333690328523517,0.046949622919783,0.324328462826088,99694,99944,100275,100059,99661,99257,0.0893010864965618,0.162727969698608,0.149978175293654
"EGYr111",0.949251113226637,0.159449993865564,0.845718241063878,0.368166822008789,100118,99706,99871,99769,100327,99759,0.532370736822486,0.421009551966563,0.751368989003822
"EGYr112",0.413506177254021,0.515234275022522,0.789299107622355,0.488049262436107,100261,99793,100023,100442,100106,100141,0.482629872392863,0.946513884468004,0.991204346297309
"EGYr113",0.168207539478317,0.242810725001618,0.860223295167089,0.588474838994443,99926,99803,99979,100702,99625,100327,0.460441861534491,0.261236537015066,0.829878275748342
"EGYr114",0.0104237059131265,0.790495570516214,0.640659875236452,0.277632429730147,99631,100161,99947,99911,100063,99588,0.288619476836175,0.428654362214729,0.572359266225249
"EGYr115",0.529971203533933,0.431145281298086,0.779834086541086,0.904444518964738,100157,100192,100068,99675,100389,99929,0.206331088207662,0.776383482152596,0.921351884258911
"EGYr116",0.1128709113691,0.813340019667521,0.763686299324036,0.431800160789862,99971,99823,100036,100520,99548,100026,0.166417839704081,0.939988243859261,0.848449109587818
"EGYr117",0.409187426557764,0.00486714323051274,0.913557282881811,0.012872283346951,99672,100195,99989,99958,100282,100378,0.040576595114544,0.0676383569370955,0.0521859133150429
"EGYr118",0.806352524552494,0.313529449747875,0.120518253184855,0.79876253567636,99451,99711,99849,100093,100002,99912,0.907899868441746,0.847944996785372,0.135781984543428
"EGYr119",0.909186861477792,0.709829316707328,0.536284859292209,0.777416930999607,99844,100507,100229,99945,99943,100402,0.0491789649240673,0.92351066833362,0.291390258353204
"EGYr120",0.965641169808805,0.572381532751024,0.533318560104817,0.234828509157524,99287,100124,100239,100652,99615,99943,0.297212274745107,0.669118465157226,0.274667896097526
"EGYr121",0.804091792553663,0.894568540388718,0.172112267930061,0.281260481337085,99901,100435,100036,99733,99968,99219,0.106928053777665,0.331347581231967,0.769903549458832
"EGYr122",0.221501452149823,0.478823142824695,0.267541022272781,0.618003751151264,100262,100153,99748,99552,99890,99697,0.388531563337892,0.369914980605245,0.71463923715055
"ERIr101",0.870770921930671,0.329499919433147,0.358818115433678,0.814447369426489,99777,99764,99495,99662,99941,100224,0.0293935199733824,0.438740625744686,0.00738893798552454
"ERIr102",0.266581918578595,0.264936566120014,0.0921652510296553,0.670325166778639,100029,100197,99600,99929,99282,100391,0.815823579905555,0.972714831354097,0.425403246888891
"ERIr103",0.166143516311422,0.902682361891493,0.223134106956422,0.0852847015485168,100226,100103,99889,99498,100059,100134,0.346957261906937,0.53318366734311,0.44071084074676
"ERIr104",0.664605113212019,0.738123720278963,0.709771773777902,0.0405184356495738,100289,99805,99919,99795,100226,99739,0.29074067552574,0.354809932410717,0.035277615301311
"ERIr105",0.389171428512782,0.0829579315613955,0.889966025482863,0.259980418486521,100077,100050,100320,99803,100286,100576,0.112311758566648,0.459202292375267,0.713740820297971
"ERIr106",0.082086113281548,0.841607236303389,0.996743724215776,0.317305747652426,100164,99927,100069,99973,100254,99483,0.37207614001818,0.840721296845004,0.420785803347826
"ESPr101",0.487616773229092,0.770590548869222,0.309116328367963,0.66570571763441,100025,99378,99874,99859,100009,100177,0.610087706008926,0.826431613881141,0.905684176133946
"ESPr102",0.330713143572211,0.353558602277189,0.933078611735255,0.448420150205493,99887,99833,100516,100110,100048,100288,0.196658030617982,0.787226093234494,0.0389809745829552
"ESPr103",0.994986903388053,0.544636229518801,0.830084978369996,0.0932199882809073,100091,99916,100025,100476,99714,99772,0.869693372631446,0.699286407558247,0.629320470849052
"ESPr104",0.834800475742668,0.245235480600968,0.778383491327986,0.565975371282548,100060,99594,100330,100090,99866,100199,0.217397507512942,0.473261233652011,0.900166575331241
"ESPr105",0.90045548020862,0.916975457919762,0.64947712328285,0.62775489455089,100674,99893,100627,100423,100383,99878,0.759580948855728,0.694405781570822,0.377521112095565
"ESPr106",0.744239502353594,0.240398856112733,0.410356626147404,0.55610200879164,100122,100564,100128,99885,100597,100453,0.0399088661652058,0.117460290202871,0.865639242576435
"ESPr107",0.632446971256286,0.3689315977972,0.443237510276958,0.519624221837148,100307,100137,100347,100160,100143,99433,0.849888734286651,0.0227414548862725,0.192941952263936
"ESPr108",0.440934622427449,0.02212407393381,0.501139596104622,0.98620133032091,100166,99881,100616,99523,99449,99757,0.202481776708737,0.99846508866176,0.0613749879412353
"ESPr109",0.494390791747719,0.678751684259623,0.571453218581155,0.0587646954227239,99637,100347,100221,99228,99965,99986,0.534427703125402,0.159669278888032,0.407479672925547
"ESPr110",0.934984470484778,0.886690052459016,0.622335355496034,0.593428844120353,100094,100420,99320,100306,100079,100090,0.992953215027228,0.0297900254372507,0.231311879120767
"ESPr111",0.0277983602136374,0.755148887168616,0.659164547687396,0.368039513938129,99913,99997,99571,100510,100214,99411,0.574617535574362,0.42933638044633,0.537419875152409
"ESPr112",0.828110799426213,0.956338089890778,0.901787770912051,0.238449872471392,100282,100019,100363,100215,100628,100030,0.669728233711794,0.41409635799937,0.169483616016805
"ESPr113",0.750917702214792,0.0750746184494346,0.43783307261765,0.230615491745993,99767,100009,100291,100062,99559,100304,0.132323525613174,0.0143446871079504,0.126486473716795
"ESPr114",0.0788813326507807,0.877206217264757,0.942254658322781,0.53517079888843,100140,100412,100387,99712,99981,99939,0.897624106379226,0.181717863772064,0.304097950225696
"ESPr115",0.389755147509277,0.43300813366659,0.0443484445568174,0.158447753638029,100400,100373,100225,100148,100020,99720,0.800432807067409,0.167181436903775,0.0368185061961412
"ESPr116",0.884556875796989,0.151566790882498,0.847845665179193,0.329403175506741,99851,99746,100265,99865,100081,100286,0.521726488368586,0.567494466435164,0.861068789148703
"ESPr119",0.175928705604747,0.75578037975356,0.0213993454817683,0.474092971999198,99949,100307,99908,99669,99875,99595,0.675281687173992,0.985470961779356,0.916441452456638
"ESTr101",0.975277444813401,0.629353759577498,0.49471044819802,0.504709609318525,99960,99874,100169,99838,99513,99644,0.301556506194174,0.874342625495046,0.09157375828363
"ESTr102",0.137451221700758,0.231943484628573,0.614581126719713,0.681799494195729,100139,100425,99888,100429,99537,100026,0.303357359953225,0.971767689567059,0.679231513757259
"ESTr103",0.185025521321222,0.161780497292057,0.829764955909923,0.28738608956337,100423,99822,99702,100575,99630,100151,0.237507538404316,0.0994336418807507,0.295733600854874
"ESTr104",0.0297379295807332,0.944520553806797,0.879133154638112,0.952236553188413,99869,99719,100889,100046,99790,99503,0.955782767385244,0.252697344403714,0.0922744611743838
"ESTr105",0.221503225388005,0.832786532118917,0.495309659512714,0.406884249998257,100676,100184,99926,100225,100205,99829,0.766143081476912,0.227492737816647,0.501994411926717
"ETHr101",0.374665114330128,0.892861249158159,0.484105467330664,0.677798988530412,99798,99767,99928,100082,99839,100287,0.9917515181005,0.137753955088556,0.0756963496096432
"ETHr102",0.056321281241253,0.218503743875772,0.715906021185219,0.511817951221019,99778,99733,100304,99661,99892,99832,0.442099798703566,0.675692580174655,0.831353491405025
"ETHr103",0.295903562800959,0.16779073770158,0.0833444406744093,0.512700207531452,99485,99466,99888,99735,99256,99375,0.066590984351933,0.77931927354075,0.59496938297525
"ETHr104",0.807952512754127,0.0896268633659929,0.493517159018666,0.304607867496088,100818,100277,99590,100110,99848,99986,0.497460537822917,0.167850393336266,0.206819762475789
"ETHr105",0.165028411662206,0.751003502868116,0.995853507425636,0.0416353594046086,99987,99896,100213,99961,100185,100291,0.919391692383215,0.929812072543427,0.440117048565298
"ETHr106",0.779346437193453,0.744131200714037,0.677323851035908,0.0200428911484778,99388,100097,100263,100026,100056,100045,0.89513347344473,0.518029268598184,0.848336155293509
"ETHr107",0.175551964668557,0.107116471510381,0.625338118989021,0.396557449596003,100279,99763,99680,100149,99945,100011,0.442603211849928,0.0143600550945848,0.644348471425474
"ETHr108",0.89815438282676,0.616643432062119,0.347389854025096,0.0974297444336116,99876,99509,100031,100330,99826,99972,0.181997902458534,0.889940424822271,0.658123606117442
"ETHr109",0.0372211781796068,0.374596102861688,0.164051164640114,0.487099672434852,100011,100087,99080,100057,99526,100530,0.0365863558836281,0.599963906453922,0.785180309787393
"ETHr110",0.0858991332352161,0.899095894768834,0.0708711168263108,0.0601770812645555,99578,99970,99792,100021,99943,100187,0.242203508503735,0.417067588306963,0.752724185585976
"ETHr111",0.389430941781029,0.749640461057425,0.0557956411503255,0.0539376304950565,100049,100190,100481,100052,100319,99497,0.275398037396371,0.821402688976377,0.889396175509319
"FINr101",0.778188182972372,0.825541563797742,0.438646971713752,0.712007495341823,99799,99991,100574,100022,99860,100097,0.177304575685412,0.885864544892684,0.422012262744829
"FINr102",0.17254988453351,0.830713424133137,0.415231254184619,0.257094839122146,99807,99695,100910,99506,100045,99762,0.122815434122458,0.854321546619758,0.416629229672253
"FINr103",0.376891731051728,0.217473272467032,0.630776347359642,0.902350841322914,99607,100007,99834,99639,100038,99962,0.440673146164045,0.79139431938529,0.408949991222471
"FINr104",0.549539701780304,0.389226404717192,0.551608502399176,0.262531309388578,99976,100127,100028,99725,100676,100219,0.740164316724986,0.709605779731646,0.614045585505664
"FINr105",0.915741003351286,0.486442568944767,0.21949925692752,0.667793194996193,100147,99700,100300,99696,99108,99741,0.84206683258526,0.260419854195789,0.493889026809484
"FRAr101",0.410286337370053,0.792185809230432,0.11549359979108,0.355886430945247,100147,99890,99735,99802,100216,100061,0.957193127600476,0.769002795219421,0.99612577422522
"FRAr102",0.534058321034536,0.783576092915609,0.634111055871472,0.459387729875743,100451,100294,100442,99699,100276,100266,0.963692081393674,0.856060145422816,0.680827372008935
"FRAr103",0.70404184772633,0.243284631287679,0.667952838586643,0.231955560157076,99749,100299,99953,100102,100391,100345,0.140958738513291,0.170124620664865,0.983416288625449
"FRAr104",0.1756129139103,0.856413055211306,0.126812925096601,0.942149225622416,99494,100124,99817,100295,99764,99833,0.657064490485936,0.841558202402666,0.223687924677506
"FRAr105",0.133358706254512,0.933848509332165,0.799327336251736,0.992108928505331,100058,99812,100208,99792,99833,100023,0.652451828122139,0.503678742796183,0.303711785469204
"FRAr106",0.31044012750499,0.0239758670795709,0.755408658646047,0.0325597461778671,100080,100333,99732,99760,99956,100112,0.303196609951556,0.302009777165949,0.260529212187976
"FRAr107",0.558271425776184,0.866012041922659,0.0250897358637303,0.356973287882283,99515,99701,100116,99798,99750,100036,0.0575213152915239,0.243417233228683,0.245839322684333
"FRAr108",0.965568820713088,0.813248057849705,0.532917398260906,0.654160727979615,99402,99707,99659,100060,100639,99508,0.652166958199814,0.0726805501617491,0.809154519578442
"FRAr109",0.173831190913916,0.940247433958575,0.583861932856962,0.498513284372166,100310,100355,100274,100589,99985,99575,0.652731318026781,0.250649260124192,0.803250047145411
"FRAr110",0.665543503127992,0.662498565157875,0.900253644911572,0.511680367868394,100318,100242,100326,100524,100249,99865,0.592798912432045,0.652461054269224,0.501938262721524
"FRAr111",0.306661433773115,0.747941091889516,0.543666125275195,0.499869653722271,99650,99715,99624,100047,99523,99892,0.894789183977991,0.230594804277644,0.213780579390004
"FRAr112",0.961368436692283,0.605922407237813,0.738589352462441,0.49696859670803,99943,100325,99735,100318,99792,99773,0.584213827038184,0.634697755565867,0.150466605322435
"FRAr113",0.746177973924205,0.459862064570189,0.254976288881153,0.539619947550818,100109,100465,100102,99973,100159,100350,0.183345138095319,0.922541306586936,0.706176270730793
"FRAr114",0.692650106502697,0.393497616052628,0.763159949565306,0.686141611775383,100676,100113,99230,100221,99499,100129,0.566261198138818,0.767479025991634,0.970805624267086
"FRAr115",0.0945653575472534,0.420996298780665,0.383187891915441,0.913389076245949,99872,100302,99852,100185,99944,100276,0.863920107251033,0.194285460747778,0.80654181772843
"FRAr116",0.930635980796069,0.626499269390479,0.550383531488478,0.101562971482053,99584,99889,100036,100697,99830,100476,0.320173287531361,0.750855508027598,0.18210087553598
"FRAr117",0.187255108961836,0.299351189751178,0.669987473404035,0.488076225155964,99950,100075,99988,100096,100331,100221,0.883648532209918,0.601437042001635,0.175647334894165
"FRAr118",0.966171087929979,0.296632626792416,0.79836956015788,0.0040186841506511,99447,99504,99783,99817,99854,99374,0.369024537270889,0.833068882580847,0.297667352249846
"FRAr119",0.816152897430584,0.251594016794115,0.158010188490152,0.704408922698349,99919,100265,99876,100043,99807,99661,0.921165736857802,0.977436894085258,0.130824682302773
"FRAr120",0.18655690876767,0.790834705578163,0.659738289890811,0.591891198651865,100034,100125,100572,100582,99938,99839,0.591434458969161,0.923524346202612,0.26167774759233
"FRAr121",0.406773706199601,0.79386608954519,0.338946038391441,0.723457747604698,99953,100356,100162,100407,100323,99558,0.944202413083985,0.549624684033915,0.889037507353351
"FRAr122",0.0114828408695757,0.712968355976045,0.534360829973593,0.233948225388303,99456,100347,99310,99972,99525,100379,0.961020235903561,0.844052774365991,0.30246284394525
"FRAr127",0.779369139345363,0.680018447805196,0.298459736863151,0.380661386298016,100117,100417,100216,99786,100099,100047,0.322508761193603,0.509630016749725,0.612532509258017
"FRAr129",0.429800173733383,0.755555212264881,0.323671280173585,0.787177024642006,100426,99949,100191,99662,100334,100173,0.511745146708563,0.301405758829787,0.75126985181123
"FSMt",0.320304631954059,0.482447165297344,0.366390094393864,0.691077251220122,99801,99681,99876,99706,100797,100107,0.964301322819665,0.522792984033003,0.495691184187308
"GABr101",0.499035195680335,0.282696006121114,0.0987308800686151,0.928136283298954,99947,100403,100297,99946,100285,100238,0.298661194043234,0.434106981614605,0.321841846918687
"GABr102",0.934891845332459,0.762449231697246,0.427434263285249,0.758411372546107,100141,100009,99871,100148,99796,99987,0.674514099955559,0.782624183222651,0.532318340381607
"GABr103",0.589163829339668,0.375829447759315,0.366203272948042,0.776995641645044,100397,99705,99894,100020,99705,100636,0.96481120493263,0.825742876855657,0.83475934015587
